level_1,Date,Open,High,Low,Close,Volume,Time,Rank
4566,2024-01-17,631.95,631.95,630.8,630.9,46670,10:21:00,2
4567,2024-01-17,630.8,631.25,630.4,630.55,76268,10:22:00,1
4568,2024-01-17,630.65,630.9,630.3,630.55,60625,10:23:00,1
4569,2024-01-17,630.55,630.65,629.75,629.75,182417,10:24:00,1
4570,2024-01-17,629.75,630.55,629.6,630.0,126923,10:25:00,1
4571,2024-01-17,630.1,630.3,629.15,629.45,135348,10:26:00,1
4572,2024-01-17,629.45,630.55,629.0,630.2,157647,10:27:00,1
4573,2024-01-17,630.2,630.55,629.85,630.0,74165,10:28:00,1
4574,2024-01-17,630.0,630.6,629.85,630.55,44088,10:29:00,1
4575,2024-01-17,630.6,630.8,630.25,630.55,41275,10:30:00,1
4576,2024-01-17,630.75,630.95,630.05,630.35,47277,10:31:00,2
4577,2024-01-17,630.4,630.65,630.15,630.4,60981,10:32:00,1
4578,2024-01-17,630.4,630.85,629.9,629.95,76093,10:33:00,1
4579,2024-01-17,629.8,630.2,629.3,629.5,132582,10:34:00,1
4580,2024-01-17,629.3,629.7,629.0,629.65,107345,10:35:00,1
4581,2024-01-17,629.35,629.95,628.7,628.75,143455,10:36:00,1
4582,2024-01-17,628.9,628.9,626.75,627.65,459119,10:37:00,1
4583,2024-01-17,627.85,628.05,626.6,627.1,252851,10:38:00,1
4584,2024-01-17,626.9,628.05,626.55,627.6,108610,10:39:00,2
4585,2024-01-17,627.5,628.05,627.25,627.75,72051,10:40:00,2
4586,2024-01-17,627.85,628.0,627.3,627.7,69996,10:41:00,2
4587,2024-01-17,627.65,627.8,627.2,627.65,21069,10:42:00,2
4588,2024-01-17,627.75,628.2,627.4,627.5,92783,10:43:00,1
4589,2024-01-17,628.0,628.6,627.5,627.7,82929,10:44:00,1
4590,2024-01-17,627.6,628.0,627.1,627.7,94046,10:45:00,2
4591,2024-01-17,627.7,628.25,627.55,627.9,61752,10:46:00,2
4592,2024-01-17,627.7,628.0,627.45,627.7,52236,10:47:00,2
4593,2024-01-17,627.6,628.5,627.45,628.2,71077,10:48:00,2
4594,2024-01-17,628.3,628.6,628.0,628.25,54756,10:49:00,2
4595,2024-01-17,628.3,628.65,627.9,628.05,39003,10:50:00,2
4596,2024-01-17,628.0,628.4,627.95,628.0,58649,10:51:00,2
4597,2024-01-17,628.0,628.0,627.2,627.35,60846,10:52:00,1
4598,2024-01-17,627.05,627.95,627.05,627.8,51739,10:53:00,2
4599,2024-01-17,627.9,628.95,627.5,627.95,93980,10:54:00,1
4600,2024-01-17,627.75,628.5,627.25,628.15,56446,10:55:00,1
4601,2024-01-17,628.15,628.75,627.95,628.25,42924,10:56:00,3
4602,2024-01-17,628.25,628.25,627.3,627.45,59122,10:57:00,2
4603,2024-01-17,627.25,628.35,627.1,627.9,47394,10:58:00,2
4604,2024-01-17,627.9,628.4,627.55,627.9,46210,10:59:00,3
4605,2024-01-17,628.15,628.2,627.5,627.75,38751,11:00:00,2
4606,2024-01-17,627.85,628.15,627.15,627.2,62586,11:01:00,1
4607,2024-01-17,627.2,627.55,627.0,627.45,67185,11:02:00,2
4608,2024-01-17,627.4,627.5,626.75,627.45,106654,11:03:00,1
4609,2024-01-17,627.5,627.65,627.0,627.3,107182,11:04:00,1
4610,2024-01-17,627.3,627.75,627.05,627.3,100869,11:05:00,2
4611,2024-01-17,627.4,628.95,627.05,628.85,69101,11:06:00,2
4612,2024-01-17,628.9,629.4,628.45,629.4,69760,11:07:00,2
4613,2024-01-17,629.45,629.75,628.95,629.45,88274,11:08:00,1
4614,2024-01-17,629.35,629.6,629.05,629.35,38242,11:09:00,3
4615,2024-01-17,629.45,630.3,629.1,629.35,132952,11:10:00,1
4616,2024-01-17,629.4,629.95,629.1,629.75,54142,11:11:00,1
4617,2024-01-17,629.6,629.7,629.0,629.35,61135,11:12:00,1
4618,2024-01-17,629.6,629.9,629.1,629.85,53351,11:13:00,1
4619,2024-01-17,629.75,629.75,629.0,629.25,77048,11:14:00,1
4620,2024-01-17,629.25,629.6,629.0,629.5,69577,11:15:00,1
4621,2024-01-17,629.45,629.45,627.35,627.95,114664,11:16:00,1
4622,2024-01-17,628.05,629.7,627.9,628.85,73176,11:17:00,1
4623,2024-01-17,629.15,629.45,628.6,629.05,31592,11:18:00,1
4624,2024-01-17,628.9,629.35,628.75,628.9,36685,11:19:00,2
4625,2024-01-17,628.9,629.3,628.5,629.3,25609,11:20:00,2
4626,2024-01-17,629.3,629.45,628.65,628.9,22736,11:21:00,3
4627,2024-01-17,628.9,628.9,628.0,628.35,58261,11:22:00,1
4628,2024-01-17,628.4,628.5,627.85,628.45,47095,11:23:00,2
4629,2024-01-17,628.05,628.75,627.85,628.5,39235,11:24:00,1
4630,2024-01-17,628.5,628.65,628.15,628.2,27345,11:25:00,2
4631,2024-01-17,628.3,629.15,628.2,629.05,30544,11:26:00,3
4632,2024-01-17,628.95,629.15,628.4,628.7,18773,11:27:00,3
4633,2024-01-17,628.7,629.4,628.4,629.3,21825,11:28:00,1
4634,2024-01-17,629.3,629.6,628.95,629.3,26033,11:29:00,3
4635,2024-01-17,629.3,630.55,628.95,630.05,78104,11:30:00,2
4636,2024-01-17,630.05,630.7,629.75,630.65,33613,11:31:00,3
4637,2024-01-17,630.65,630.7,630.0,630.0,23811,11:32:00,2
4638,2024-01-17,630.15,630.2,629.3,629.35,42426,11:33:00,3
4639,2024-01-17,629.35,629.85,628.4,629.75,42032,11:34:00,1
4640,2024-01-17,629.75,629.8,629.55,629.6,12942,11:35:00,4
4641,2024-01-17,629.55,629.75,629.25,629.4,16720,11:36:00,4
4642,2024-01-17,629.5,630.5,629.4,630.2,24543,11:37:00,4
4643,2024-01-17,630.15,630.4,629.75,630.1,20804,11:38:00,1
4644,2024-01-17,630.05,630.4,629.55,629.65,39831,11:39:00,1
4645,2024-01-17,629.55,630.0,629.05,629.05,27327,11:40:00,1
4646,2024-01-17,629.05,629.05,628.2,628.4,54300,11:41:00,1
4647,2024-01-17,628.4,628.4,626.5,627.5,197077,11:42:00,1
4648,2024-01-17,627.5,627.5,625.4,627.05,336586,11:43:00,1
4649,2024-01-17,626.65,627.4,626.3,627.0,176058,11:44:00,1
4650,2024-01-17,626.85,627.45,626.35,626.9,97666,11:45:00,1
4651,2024-01-17,626.9,627.5,626.6,627.3,58303,11:46:00,2
4652,2024-01-17,627.15,627.6,626.95,626.95,72566,11:47:00,1
4653,2024-01-17,627.0,627.5,626.8,627.5,105676,11:48:00,1
4654,2024-01-17,627.35,627.5,626.4,626.4,41846,11:49:00,1
4655,2024-01-17,626.35,627.1,626.2,626.65,162930,11:50:00,1
4656,2024-01-17,626.5,626.85,626.35,626.6,44224,11:51:00,2
4657,2024-01-17,626.6,626.6,625.35,626.0,88194,11:52:00,2
4658,2024-01-17,626.0,626.6,626.0,626.05,26561,11:53:00,2
4659,2024-01-17,626.25,626.4,625.75,626.3,29027,11:54:00,1
4660,2024-01-17,626.25,626.3,625.55,625.55,41202,11:55:00,3
4661,2024-01-17,625.5,625.65,624.95,625.25,223263,11:56:00,2
4662,2024-01-17,625.25,625.7,624.8,625.0,61431,11:57:00,3
4663,2024-01-17,624.9,625.4,624.75,625.05,35252,11:58:00,2
4664,2024-01-17,624.8,625.65,624.7,625.4,30775,11:59:00,2
4665,2024-01-17,625.45,625.45,624.05,624.4,69666,12:00:00,1
4666,2024-01-17,624.4,624.95,624.25,624.6,41486,12:01:00,1
4667,2024-01-17,624.6,625.0,624.45,624.55,28271,12:02:00,2
4668,2024-01-17,624.55,624.9,624.4,624.5,51052,12:03:00,2
4669,2024-01-17,624.65,624.7,623.9,624.5,86344,12:04:00,1
4670,2024-01-17,624.5,624.95,624.0,624.0,38013,12:05:00,2
4671,2024-01-17,624.2,624.4,623.85,624.25,35608,12:06:00,3
4672,2024-01-17,624.2,624.3,623.45,624.0,51836,12:07:00,3
4673,2024-01-17,624.0,624.85,623.9,624.45,40261,12:08:00,2
4674,2024-01-17,624.45,624.7,623.95,623.95,38749,12:09:00,2
4675,2024-01-17,623.8,624.7,623.8,624.25,33251,12:10:00,3
4676,2024-01-17,624.1,624.6,624.0,624.6,21106,12:11:00,1
4677,2024-01-17,624.6,625.0,624.3,624.65,35807,12:12:00,1
4678,2024-01-17,624.95,625.0,624.5,624.65,38363,12:13:00,1
4679,2024-01-17,624.6,625.5,624.2,624.75,205662,12:14:00,1
4680,2024-01-17,624.9,625.95,624.2,624.85,335751,12:15:00,1
4681,2024-01-17,625.0,625.5,624.45,625.25,61111,12:16:00,1
4682,2024-01-17,625.25,625.5,624.0,624.6,57389,12:17:00,1
4683,2024-01-17,624.5,625.4,624.45,625.4,28545,12:18:00,2
4684,2024-01-17,625.1,626.0,625.05,625.45,46084,12:19:00,2
4685,2024-01-17,625.2,625.8,625.1,625.5,39538,12:20:00,1
4686,2024-01-17,625.25,625.75,625.25,625.7,27158,12:21:00,1
4687,2024-01-17,625.45,625.85,624.9,625.35,75021,12:22:00,1
4688,2024-01-17,625.25,626.0,625.25,625.95,120899,12:23:00,2
4689,2024-01-17,625.7,626.0,625.5,625.9,35194,12:24:00,2
4690,2024-01-17,625.9,626.0,625.35,625.45,73926,12:25:00,1
4691,2024-01-17,625.6,625.6,625.0,625.5,93691,12:26:00,2
4692,2024-01-17,625.45,625.5,624.6,624.75,48636,12:27:00,2
4693,2024-01-17,624.8,625.15,624.25,624.25,53853,12:28:00,1
4694,2024-01-17,624.1,624.55,623.95,624.45,34471,12:29:00,2
4695,2024-01-17,624.3,624.8,624.25,624.6,23265,12:30:00,3
4696,2024-01-17,624.5,625.0,624.5,624.8,20708,12:31:00,4
4697,2024-01-17,624.8,625.2,624.6,624.8,26343,12:32:00,2
4698,2024-01-17,624.8,625.0,624.65,625.0,20702,12:33:00,2
4699,2024-01-17,625.0,625.05,624.2,624.65,31217,12:34:00,2
4700,2024-01-17,624.75,624.85,624.25,624.45,26247,12:35:00,2
4701,2024-01-17,624.35,624.6,624.25,624.35,12233,12:36:00,4
4702,2024-01-17,624.25,624.95,624.0,624.65,56595,12:37:00,1
4703,2024-01-17,624.95,625.0,624.7,624.9,99945,12:38:00,1
4704,2024-01-17,624.85,625.5,624.6,625.5,45459,12:39:00,1
4705,2024-01-17,625.5,625.6,625.05,625.45,30825,12:40:00,2
4706,2024-01-17,625.45,625.65,624.8,624.95,42109,12:41:00,1
4707,2024-01-17,624.9,625.0,624.6,624.7,17843,12:42:00,2
4708,2024-01-17,624.7,625.0,624.5,625.0,22047,12:43:00,1
4709,2024-01-17,625.0,625.05,624.65,624.75,30735,12:44:00,2
4710,2024-01-17,624.7,624.9,624.4,624.4,25256,12:45:00,1
4711,2024-01-17,624.45,624.75,624.3,624.7,107953,12:46:00,1
4712,2024-01-17,624.65,625.0,624.1,624.85,61909,12:47:00,1
4713,2024-01-17,624.8,625.7,624.8,625.2,153716,12:48:00,1
4714,2024-01-17,625.1,625.35,625.0,625.0,39758,12:49:00,3
4715,2024-01-17,625.05,625.45,625.0,625.2,23859,12:50:00,4
4716,2024-01-17,625.15,625.45,625.1,625.35,12991,12:51:00,4
4717,2024-01-17,625.5,625.5,624.55,625.05,252122,12:52:00,1
4718,2024-01-17,625.05,625.65,625.05,625.5,37997,12:53:00,2
4719,2024-01-17,625.35,625.75,624.7,624.85,85514,12:54:00,1
4720,2024-01-17,624.7,625.75,624.7,625.45,49491,12:55:00,2
4721,2024-01-17,625.45,625.75,625.15,625.3,38217,12:56:00,3
4722,2024-01-17,625.1,625.7,625.1,625.3,18608,12:57:00,3
4723,2024-01-17,625.4,626.0,625.15,626.0,33002,12:58:00,2
4724,2024-01-17,625.85,626.0,625.1,625.6,25766,12:59:00,3
4725,2024-01-17,625.35,626.5,625.35,625.95,39637,13:00:00,2
4726,2024-01-17,625.95,626.7,625.8,626.45,43013,13:01:00,2
4727,2024-01-17,626.55,627.2,626.55,626.55,68357,13:02:00,2
4728,2024-01-17,626.55,627.0,626.4,626.65,27485,13:03:00,4
4729,2024-01-17,626.6,627.45,626.5,626.85,43612,13:04:00,2
4730,2024-01-17,626.85,627.2,626.65,627.15,80535,13:05:00,1
4731,2024-01-17,627.15,627.15,626.4,626.7,40798,13:06:00,2
4732,2024-01-17,626.7,627.1,626.65,626.7,24079,13:07:00,2
4733,2024-01-17,626.95,627.6,626.65,627.05,35259,13:08:00,3
4734,2024-01-17,627.05,627.45,627.0,627.3,27518,13:09:00,2
4735,2024-01-17,627.45,627.45,626.9,627.0,39357,13:10:00,1
4736,2024-01-17,627.0,627.4,626.8,627.4,88439,13:11:00,1
4737,2024-01-17,627.25,627.45,626.05,626.3,44044,13:12:00,1
4738,2024-01-17,626.15,626.95,626.15,626.5,132713,13:13:00,1
4739,2024-01-17,626.4,626.75,626.3,626.7,52686,13:14:00,1
4740,2024-01-17,626.65,626.85,626.5,626.8,24460,13:15:00,2
4741,2024-01-17,626.7,627.2,626.65,626.75,17280,13:16:00,2
4742,2024-01-17,626.75,627.25,626.6,627.25,21894,13:17:00,2
4743,2024-01-17,627.15,627.6,626.9,627.4,27643,13:18:00,2
4744,2024-01-17,627.4,627.45,626.7,626.7,16235,13:19:00,4
4745,2024-01-17,626.6,626.95,626.5,626.9,25065,13:20:00,3
4746,2024-01-17,626.85,627.15,626.6,626.7,10929,13:21:00,3
4747,2024-01-17,626.8,627.2,626.55,627.0,14306,13:22:00,2
4748,2024-01-17,627.0,627.15,626.65,627.0,29852,13:23:00,1
4749,2024-01-17,626.9,627.25,626.65,626.8,19030,13:24:00,3
4750,2024-01-17,626.8,627.1,626.55,627.05,25568,13:25:00,2
4751,2024-01-17,627.05,627.25,626.7,627.15,24122,13:26:00,1
4752,2024-01-17,627.25,627.55,626.9,627.5,65077,13:27:00,1
4753,2024-01-17,627.5,627.6,627.5,627.55,31000,13:28:00,2
4754,2024-01-17,627.55,627.9,627.05,627.2,50878,13:29:00,1
4755,2024-01-17,627.2,627.6,626.6,626.95,45393,13:30:00,2
4756,2024-01-17,627.0,627.0,626.7,626.75,3489,13:31:00,4
4757,2024-01-17,626.65,627.5,626.65,627.5,23841,13:32:00,3
4758,2024-01-17,627.5,627.5,626.95,627.25,11017,13:33:00,4
4759,2024-01-17,627.25,627.25,626.2,626.65,44819,13:34:00,3
4760,2024-01-17,626.55,627.05,626.35,626.55,33648,13:35:00,3
4761,2024-01-17,626.65,626.85,626.35,626.8,13168,13:36:00,3
4762,2024-01-17,626.65,627.05,626.25,626.25,30785,13:37:00,4
4763,2024-01-17,626.35,626.7,625.05,625.55,55239,13:38:00,2
4764,2024-01-17,625.3,627.25,625.3,627.25,64210,13:39:00,2
4765,2024-01-17,627.45,627.9,626.85,627.0,132625,13:40:00,1
4766,2024-01-17,627.4,627.5,627.05,627.5,44155,13:41:00,1
4767,2024-01-17,627.85,627.85,627.15,627.3,67671,13:42:00,1
4768,2024-01-17,627.4,627.5,626.9,627.25,79162,13:43:00,1
4769,2024-01-17,627.25,627.4,626.9,627.05,33769,13:44:00,2
4770,2024-01-17,627.15,627.4,626.75,627.0,20116,13:45:00,3
4771,2024-01-17,627.0,627.9,626.85,627.75,31771,13:46:00,2
4772,2024-01-17,627.75,627.75,626.85,627.15,19924,13:47:00,3
4773,2024-01-17,627.15,627.5,627.05,627.05,14042,13:48:00,3
4774,2024-01-17,627.0,627.75,626.95,627.75,30128,13:49:00,3
4775,2024-01-17,627.5,628.25,627.4,628.25,80654,13:50:00,1
4776,2024-01-17,627.95,628.65,627.8,627.8,89992,13:51:00,1
4777,2024-01-17,627.7,628.1,627.45,627.6,54777,13:52:00,1
4778,2024-01-17,627.65,628.1,627.45,627.95,115211,13:53:00,1
4779,2024-01-17,628.05,628.05,627.55,627.8,11532,13:54:00,4
4780,2024-01-17,627.55,627.85,627.4,627.7,19049,13:55:00,3
4781,2024-01-17,627.7,628.45,627.4,628.35,35400,13:56:00,1
4782,2024-01-17,628.35,628.6,628.15,628.55,31992,13:57:00,1
4783,2024-01-17,628.55,628.55,627.8,627.9,30915,13:58:00,2
4784,2024-01-17,627.9,628.25,627.8,628.2,27253,13:59:00,3
4785,2024-01-17,628.2,628.5,628.0,628.15,27254,14:00:00,3
4786,2024-01-17,627.9,628.5,627.9,628.25,16763,14:01:00,3
4787,2024-01-17,628.25,628.5,628.1,628.4,25559,14:02:00,2
4788,2024-01-17,628.2,628.45,627.9,628.4,17119,14:03:00,3
4789,2024-01-17,628.4,628.4,627.8,628.25,21323,14:04:00,3
4790,2024-01-17,628.25,628.8,627.9,628.55,35927,14:05:00,2
4791,2024-01-17,628.55,628.65,628.15,628.35,15001,14:06:00,3
4792,2024-01-17,628.35,628.95,628.1,628.75,26438,14:07:00,2
4793,2024-01-17,628.6,629.0,628.45,628.95,25782,14:08:00,1
4794,2024-01-17,628.95,629.3,628.75,628.95,66747,14:09:00,1
4795,2024-01-17,628.95,628.95,628.35,628.55,21157,14:10:00,4
4796,2024-01-17,628.55,628.75,628.35,628.55,12609,14:11:00,3
4797,2024-01-17,628.55,628.75,628.2,628.4,22106,14:12:00,3
4798,2024-01-17,628.4,628.85,628.2,628.65,28654,14:13:00,2
4799,2024-01-17,628.85,629.45,628.4,629.25,57131,14:14:00,1
4800,2024-01-17,629.45,629.55,629.0,629.2,40947,14:15:00,1
4801,2024-01-17,629.0,629.2,628.2,628.45,22189,14:16:00,3
4802,2024-01-17,628.55,628.75,627.85,627.9,42052,14:17:00,1
4803,2024-01-17,627.8,628.75,627.8,628.4,29911,14:18:00,2
4804,2024-01-17,628.5,628.75,628.05,628.75,18072,14:19:00,2
4805,2024-01-17,628.5,628.75,628.0,628.05,37709,14:20:00,1
4806,2024-01-17,628.05,628.9,627.9,628.2,48323,14:21:00,1
4807,2024-01-17,628.4,628.55,628.0,628.15,17925,14:22:00,3
4808,2024-01-17,628.15,628.9,628.1,628.9,41638,14:23:00,1
4809,2024-01-17,628.65,628.9,628.05,628.2,43114,14:24:00,1
4810,2024-01-17,628.15,628.55,627.7,627.95,78456,14:25:00,1
4811,2024-01-17,627.7,627.9,625.5,626.25,210826,14:26:00,1
4812,2024-01-17,626.15,626.8,624.8,625.9,191900,14:27:00,1
4813,2024-01-17,625.9,626.25,625.2,625.8,144075,14:28:00,1
4814,2024-01-17,625.7,626.1,625.45,625.6,102646,14:29:00,1
4815,2024-01-17,625.5,626.7,625.5,626.25,127654,14:30:00,1
4816,2024-01-17,626.2,627.0,626.2,626.5,174140,14:31:00,1
4817,2024-01-17,626.5,627.25,626.5,626.95,91044,14:32:00,2
4818,2024-01-17,626.95,627.3,626.6,627.05,84012,14:33:00,2
4819,2024-01-17,626.95,627.75,626.5,627.55,186230,14:34:00,1
4820,2024-01-17,627.45,628.1,627.05,627.65,110973,14:35:00,1
4821,2024-01-17,627.7,628.0,627.6,627.95,81639,14:36:00,1
4822,2024-01-17,627.9,628.15,627.35,627.5,63714,14:37:00,1
4823,2024-01-17,627.25,627.35,626.5,626.9,114229,14:38:00,1
4824,2024-01-17,627.0,627.0,626.65,626.95,44536,14:39:00,2
4825,2024-01-17,626.85,627.4,626.5,626.65,77758,14:40:00,2
4826,2024-01-17,626.65,626.85,625.95,626.2,53701,14:41:00,2
4827,2024-01-17,626.15,626.2,625.7,625.8,90834,14:42:00,1
4828,2024-01-17,625.85,626.4,625.35,625.65,112604,14:43:00,1
4829,2024-01-17,625.45,626.0,625.2,626.0,92191,14:44:00,1
4830,2024-01-17,626.0,626.0,625.6,626.0,99829,14:45:00,1
4831,2024-01-17,625.9,626.0,625.6,626.0,92609,14:46:00,1
4832,2024-01-17,626.0,626.0,625.65,625.9,60243,14:47:00,2
4833,2024-01-17,625.9,626.0,625.7,625.9,43857,14:48:00,2
4834,2024-01-17,626.0,626.0,624.75,624.75,76374,14:49:00,2
4835,2024-01-17,624.85,625.65,624.4,625.5,36013,14:50:00,2
4836,2024-01-17,625.4,625.65,625.2,625.3,34812,14:51:00,2
4837,2024-01-17,625.3,625.95,625.3,625.7,28630,14:52:00,3
4838,2024-01-17,625.8,625.95,625.2,625.9,31863,14:53:00,2
4839,2024-01-17,625.9,625.9,625.3,625.7,32927,14:54:00,2
4840,2024-01-17,625.6,625.7,625.25,625.5,34430,14:55:00,3
4841,2024-01-17,625.5,625.7,625.3,625.4,17557,14:56:00,4
4842,2024-01-17,625.4,625.65,624.7,624.7,40230,14:57:00,2
4843,2024-01-17,624.85,625.0,624.2,624.95,28369,14:58:00,2
4844,2024-01-17,624.95,625.0,624.75,625.0,51059,14:59:00,2
4845,2024-01-17,625.1,626.0,624.65,624.8,188741,15:00:00,1
4846,2024-01-17,624.85,625.35,624.3,625.25,128217,15:01:00,1
4847,2024-01-17,625.4,626.35,625.2,625.85,118108,15:02:00,1
4848,2024-01-17,625.95,626.5,625.4,625.45,108786,15:03:00,1
4849,2024-01-17,625.45,625.9,625.1,625.2,139407,15:04:00,2
4850,2024-01-17,625.2,626.1,625.2,625.7,110767,15:05:00,1
4851,2024-01-17,625.6,625.75,625.05,625.45,81856,15:06:00,2
4852,2024-01-17,625.4,625.9,625.1,625.6,121470,15:07:00,1
4853,2024-01-17,625.65,626.0,625.1,625.7,157815,15:08:00,1
4854,2024-01-17,625.65,625.9,625.45,625.7,112171,15:09:00,1
4855,2024-01-17,625.75,626.5,625.6,626.35,136753,15:10:00,2
4856,2024-01-17,626.3,626.9,626.15,626.75,128994,15:11:00,1
4857,2024-01-17,626.75,627.0,626.1,626.2,137685,15:12:00,1
4858,2024-01-17,626.25,626.95,626.2,626.75,103916,15:13:00,1
4859,2024-01-17,626.75,627.0,626.55,626.65,97189,15:14:00,1
4860,2024-01-17,626.7,627.0,626.25,626.3,132832,15:15:00,1
4861,2024-01-17,626.45,626.7,626.0,626.3,121606,15:16:00,2
4862,2024-01-17,626.3,626.45,625.75,626.2,107416,15:17:00,1
4863,2024-01-17,626.3,626.7,625.85,626.45,126500,15:18:00,2
4864,2024-01-17,626.65,626.65,626.0,626.2,110530,15:19:00,2
4865,2024-01-17,626.2,626.5,626.0,626.2,147917,15:20:00,2
4866,2024-01-17,626.25,626.5,625.7,625.9,95439,15:21:00,3
4867,2024-01-17,625.9,626.0,625.65,625.7,108875,15:22:00,2
4868,2024-01-17,625.7,626.0,625.6,625.85,109073,15:23:00,2
4869,2024-01-17,625.8,626.2,625.5,626.2,122967,15:24:00,1
4870,2024-01-17,626.2,626.45,625.85,626.4,89897,15:25:00,2
4871,2024-01-17,626.4,626.7,626.25,626.5,93514,15:26:00,2
4872,2024-01-17,626.45,627.0,626.35,626.85,85139,15:27:00,2
4873,2024-01-17,626.6,626.9,626.15,626.45,70657,15:28:00,1
4874,2024-01-17,626.5,626.5,626.15,626.45,33903,15:29:00,3
4875,2024-01-18,625.2,629.4,622.35,628.55,269501,09:15:00,3
4876,2024-01-18,628.45,628.75,626.95,627.9,77874,09:16:00,4
4877,2024-01-18,628.2,629.75,627.95,628.5,144069,09:17:00,3
4878,2024-01-18,628.15,629.1,627.75,628.25,64569,09:18:00,3
4879,2024-01-18,628.25,629.1,627.2,627.6,100674,09:19:00,2
4880,2024-01-18,627.7,628.0,626.85,627.15,77225,09:20:00,3
4881,2024-01-18,627.65,628.25,627.0,628.2,40295,09:21:00,3
4882,2024-01-18,628.25,628.8,627.35,627.6,108514,09:22:00,3
4883,2024-01-18,627.1,627.4,626.45,626.45,55239,09:23:00,4
4884,2024-01-18,626.65,627.2,626.1,627.2,40488,09:24:00,4
4885,2024-01-18,627.25,627.65,626.3,626.85,51492,09:25:00,4
4886,2024-01-18,626.75,626.75,625.2,625.75,64001,09:26:00,3
4887,2024-01-18,625.6,626.8,625.3,626.7,30792,09:27:00,4
4888,2024-01-18,626.8,627.25,626.5,627.15,44825,09:28:00,3
4889,2024-01-18,627.0,627.45,626.6,627.45,23006,09:29:00,3
4890,2024-01-18,627.2,627.5,627.0,627.05,27082,09:30:00,4
4891,2024-01-18,627.25,627.9,626.65,627.85,43543,09:31:00,3
4892,2024-01-18,627.55,627.9,626.6,627.05,28803,09:32:00,4
4893,2024-01-18,627.0,627.2,626.3,626.65,27107,09:33:00,4
4894,2024-01-18,626.4,626.7,625.9,626.45,28086,09:34:00,3
4895,2024-01-18,626.45,626.45,625.0,625.65,49403,09:35:00,2
4896,2024-01-18,625.9,625.9,624.25,624.65,55578,09:36:00,3
4897,2024-01-18,624.65,625.3,624.45,624.7,33955,09:37:00,4
4898,2024-01-18,624.4,625.0,623.55,624.75,69387,09:38:00,3
4899,2024-01-18,624.7,625.35,624.65,625.1,23644,09:39:00,4
4900,2024-01-18,625.1,625.15,624.15,624.35,47679,09:40:00,4
4901,2024-01-18,624.35,626.3,624.35,626.2,47385,09:41:00,4
4902,2024-01-18,626.15,627.25,625.8,626.65,54154,09:42:00,4
4903,2024-01-18,626.35,626.4,625.5,625.95,86132,09:43:00,2
4904,2024-01-18,625.65,626.75,625.65,625.8,103407,09:44:00,2
4905,2024-01-18,625.8,626.0,625.45,625.6,42507,09:45:00,4
4906,2024-01-18,625.55,625.6,624.35,624.35,34832,09:46:00,4
4907,2024-01-18,624.35,624.65,623.25,623.65,24599,09:47:00,4
4908,2024-01-18,623.65,624.1,622.8,622.8,70118,09:48:00,3
4909,2024-01-18,622.7,622.95,621.4,622.15,112189,09:49:00,1
4910,2024-01-18,622.15,622.15,620.05,620.35,109005,09:50:00,2
4911,2024-01-18,620.3,621.95,619.05,621.95,137116,09:51:00,2
4912,2024-01-18,621.95,622.55,619.35,620.5,54158,09:52:00,3
4913,2024-01-18,620.75,622.2,620.5,621.75,45920,09:53:00,3
4914,2024-01-18,621.15,622.45,620.5,622.3,147234,09:54:00,1
4915,2024-01-18,622.3,622.3,621.3,621.4,95014,09:55:00,2
4916,2024-01-18,621.7,621.8,621.1,621.2,15213,09:56:00,3
4917,2024-01-18,621.15,621.35,620.4,620.55,33113,09:57:00,3
4918,2024-01-18,620.45,621.7,620.45,621.15,29608,09:58:00,4
4919,2024-01-18,621.25,621.9,620.8,621.75,23971,09:59:00,3
4920,2024-01-18,621.6,622.0,620.85,621.0,214916,10:00:00,2
4921,2024-01-18,621.5,624.35,621.0,623.7,157582,10:01:00,1
4922,2024-01-18,623.6,623.7,622.75,623.4,17586,10:02:00,4
4923,2024-01-18,623.4,624.0,623.4,623.85,27685,10:03:00,4
4924,2024-01-18,623.85,624.25,623.0,623.45,66774,10:04:00,1
4925,2024-01-18,623.45,624.3,623.3,623.95,35862,10:05:00,3
4926,2024-01-18,623.8,624.75,623.8,624.0,37909,10:06:00,3
4927,2024-01-18,624.0,624.25,623.2,623.6,61205,10:07:00,2
4928,2024-01-18,623.6,624.4,623.5,624.3,56604,10:08:00,2
4929,2024-01-18,624.0,627.0,624.0,627.0,167625,10:09:00,1
4930,2024-01-18,627.3,627.5,625.05,625.4,53643,10:10:00,2
4931,2024-01-18,625.3,625.85,624.05,625.15,35356,10:11:00,2
4932,2024-01-18,625.0,625.5,624.45,624.85,20820,10:12:00,3
4933,2024-01-18,624.7,624.7,623.2,623.85,34761,10:13:00,2
4934,2024-01-18,623.6,624.8,623.4,624.1,34069,10:14:00,3
4935,2024-01-18,624.35,624.5,623.2,623.9,19946,10:15:00,4
4936,2024-01-18,623.7,624.0,622.5,623.0,33120,10:16:00,4
4937,2024-01-18,623.5,624.35,623.05,623.95,14414,10:17:00,4
4938,2024-01-18,624.1,624.3,623.5,623.95,19967,10:18:00,4
4939,2024-01-18,624.0,624.5,623.6,624.5,11591,10:19:00,4
4940,2024-01-18,624.5,625.4,624.2,625.4,23125,10:20:00,3
4941,2024-01-18,625.4,626.3,625.0,625.8,54969,10:21:00,1
4942,2024-01-18,625.35,626.3,625.1,626.0,21664,10:22:00,2
